Row Id,Issue Date,Year,Month,Dev. Type,File Num,Status,Case Type,Work Type,Chap. 245,Watershed,Existing Land Use,Proposed Land Use,Land Use Trans.,Limits of Construction (sqft),Site Area (sqft),Native Inches Surveyed,Native Inches Removed,Non-Native Inches Removed,Inches Replanted,Total Removed,Preserved,Net Difference,Preservation Percentile,Removal Percentile,Location,Council District,See Details,Property Id
10881229,12/17/2013,2013,12,Site Plan,SP-2013-0016C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Multi-Family,Vacant to Multi-Family,857652.84,857652.84,536,149,0,98,149,387,51,0.75,0.68,"(-97.65120694, 30.38979014)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10881229,5060885
10716349,11/02/2012,2012,11,Site Plan,SP-2012-0042C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,HOTEL,Vacant to HOTEL,152460,250034.4,304,60,46,358,106,244,-252,0.67,0.62,"(-97.70515472, 30.21270063)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10716349,685383
11369490,12/21/2015,2015,12,Subdivision,C8-84-102(88).1B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Barton Creek,Vacant,ROW,Vacant to ROW,93654,87120,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11369490,13510
10867347,01/07/2015,2015,1,Subdivision,C8-2012-0049.1B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Walnut Creek,Vacant,"SF, PUB","Vacant to SF, PUB",998830.8,1001880,235,145,0,51,145,90,94,0.52,0.67,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10867347,2323
11224270,12/01/2015,2015,12,Site Plan,SP-2014-0384C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,Mixed Use,Vacant to Mixed Use,76726.584,76726.584,0,0,0,0,0,0,0,0.18,0.18,"(-97.75093445, 30.267752)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11224270,128516
11008277,12/03/2013,2013,12,Site Plan,SP-2013-0328DS,Approved and Released,Site Plan Administrative Small Project,Utility Line,No,Town Lake,Alley,Water Line Extension,Alley to Water Line Extension,,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74345818, 30.27399434)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11008277,5076497
11442346,12/21/2016,2016,12,Site Plan,SP-2015-0505D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Onion Creek,Community Center,Community Center,Community Center  to Community Center,168141.6,168141.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.6428292, 30.19893885)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11442346,485050
11792757,11/05/2018,2018,11,Site Plan,SP-2017-0358CT,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Commercial,Commercial Multi Family,Commercial to Commercial Multi Family,130244.4,,112,91.3,41,51,132.3,20.700000000000003,81.30000000000001,0.39,0.66,"(-97.7671585, 30.21710399)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11792757,128511
10986918,05/14/2014,2014,5,Site Plan,SP-2013-0272C,Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,9583.2,9583.2,525,186,0,96,186,339,90,0.73,0.71,"(-97.85840261, 30.22601113)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10986918,3133086
11472732,07/29/2016,2016,7,Site Plan,SP-2016-0026C,Approved and Released,Site Plan Administrative,Consolidated,No,Blunn Creek,Vacant,Commercial,Vacant to Commercial,0,45738,516,158,0,51,158,358,107,0.74,0.69,"(-97.75466011, 30.23288756)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11472732,5325722
11655500,03/28/2018,2018,3,Site Plan,SP-2017-3012C,Approved and Released,Site Plan Administrative,Consolidated,No,Fort Branch,Single Family,Commercial,Single Family  to Commercial,215622,217800,863,308,24,49.5,332,555,282.5,0.79,0.79,"(-97.67420264, 30.27492136)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11655500,242187
11495905,09/19/2017,2017,9,Site Plan,SP-2016-0115DS,Approved and Released,Site Plan Administrative Small Project,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Boggy Creek,Commercial,Commercial,Commercial to Commercial,3746.16,3746.16,163,28,0,15,28,135,13,0.58,0.44,"(-97.69928927, 30.25904936)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495905,5319502
10651609,05/04/2012,2012,5,Site Plan,SP-2011-0270C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,Religious Assembly,Vacant to Religious Assembly,0,47916,589,374,0,231,374,215,143,0.65,0.80,"(-97.75502389, 30.35751273)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10651609,338834
11123288,09/19/2014,2014,9,Site Plan,SP-2014-0140D,Approved and Released,Site Plan Administrative,Drainage and Channel Improvements,No,Lake Creek,Vacant,Wet Pond,Vacant to Wet Pond,227034.72,227034.72,591,110,0,156,110,481,-46,0.78,0.62,"(-97.78334567, 30.4737839)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11123288,5065967
11612047,01/18/2018,2018,1,Site Plan,SP-2016-0466C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Commercial,Commercial,Commercial to Commercial,184258.8,254826,331,46.5,0,47,46.5,284.5,-0.5,0.70,0.49,"(-97.80301131, 30.46351272)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11612047,5407426
11671556,02/20/2018,2018,2,Site Plan,SP-2017-0050C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Cottonmouth Creek,Vacant,Condominium,Vacant to Condominium,1008414,1008414,0,0,0,0,0,0,0,0.18,0.18,"(-97.71931769, 30.15583242)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11671556,5303767
10831726,12/13/2013,2013,12,Site Plan,SP-2012-0323C.SH,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Boggy Creek,"vacant, single-family","Multi-Family, Single-Family","vacant, single-family to Multi-Family, Single-Family",28967.4,34848,253,39,77,22,116,214,94,0.65,0.63,"(-97.72154116, 30.2830404)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10831726,3361906
10822761,02/28/2013,2013,2,Site Plan,SP-2012-0301CS,Approved and Released,Site Plan Administrative Small Project,Consolidated,No,Williamson Creek,Single Family,Auto Sales,Single Family  to Auto Sales,6969.6,6969.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.75691282, 30.21089674)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10822761,352617
11747421,09/28/2018,2018,9,Site Plan,SPC-2017-0239C,Approved and Released,Site Plan Commission,Consolidated,Yes,West Bull Creek,Vacant,Multi Family,Vacant to Multi Family,371131.2,,26853,11316,312.5,1789,11628.5,15537,9839.5,1.00,1.00,"(-97.79688789, 30.36429893)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11747421,3357078
10962642,09/12/2014,2014,9,Subdivision,C8-97-0123.03.3B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Lake Creek,Vacant,ROW,Vacant to ROW,169884,174240,1396,839,0,247.5,839,557,591.5,0.79,0.90,"(-97.78761757, 30.48021075)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10962642,3076934
11179547,01/19/2016,2016,1,Site Plan,SP-2007-0351C(R2),Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Hotel & Apartments,Multi Family/Mixed Use,Hotel & Apartments to Multi Family/Mixed Use,126324,126324,273,91,0,145.5,91,182,-54.5,0.63,0.59,"(-97.76657777, 30.21795174)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11179547,3090635
11656181,05/10/2018,2018,5,Site Plan,SP-2017-0008C,Approved and Released,Site Plan Administrative,Consolidated,No,Onion Creek,Vacant,Medical Office,Vacant to Medical Office,23086.8,94525.2,373,53,27,41,80,320,39,0.72,0.57,"(-97.79653212, 30.13643804)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11656181,833738
11103005,09/25/2014,2014,9,Site Plan,SP-2014-0093C,Approved and Released,Site Plan Administrative,Consolidated,No,Carson Creek,Vacant,Commercial,Vacant to Commercial,110293.92,110293.92,303,88.5,231,90.5,319.5,214.5,229,0.65,0.79,"(-97.71359507, 30.21316987)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11103005,3350580
11734469,02/15/2018,2018,2,Site Plan,SP-2017-0202C,Approved and Released,Site Plan Administrative,Consolidated,No,East Bouldin Creek,Commercial,Commercial,Commercial to Commercial,41817.6,,53,28,0,14,28,25,14,0.40,0.44,"(-97.74711791, 30.2540864)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11734469,344337
11426973,10/12/2016,2016,10,Site Plan,SP-2015-0449D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Onion Creek,Commercial,Commercial,Commercial to Commercial,0,57324.96,17.5,0,0,9,0,17.5,-9,0.38,0.18,"(-97.70486318, 30.19692769)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11426973,193479
11309715,12/22/2015,2015,12,Subdivision,C8-2013-0032.3B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Harris Branch,Vacant,"PUD, SF, ROW, PUB","Vacant to PUD, SF, ROW, PUB",554954.4,566280,810,767,237,292,1004,43,712,0.44,0.91,"(-97.6464625, 30.39148142)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11309715,269018
11061746,06/05/2014,2014,6,Site Plan,SP-2013-0473C,Approved and Released,Site Plan Administrative,Consolidated,No,Harris Branch,Vacant,Commercial,Vacant to Commercial,47001.24,47001.24,54,0,0,0,0,54,0,0.46,0.18,"(-97.66311981, 30.44724285)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11061746,470324
11337328,09/17/2015,2015,9,Site Plan,SP-2015-0186D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,77144.76,77144.76,229,0,0,0,0,229,0,0.66,0.18,"(-97.73995087, 30.33240646)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11337328,881252
10661412,12/06/2012,2012,12,Site Plan,SP-2011-0289C,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Retail/ Parking,Retail/ Parking,Retail/ Parking to Retail/ Parking,25482.6,25482.6,0,0,0,0,0,0,0,0.18,0.18,"(-97.74900948, 30.27056344)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10661412,428198
11462758,10/27/2016,2016,10,Site Plan,SP-2015-0591C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,No,Johnson Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,43560,,567,226,171,75,397,341,322,0.73,0.81,"(-97.76729077, 30.28798357)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11462758,245046
11683422,01/09/2018,2018,1,Site Plan,SP-2017-0076C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,vacant,multi-family,vacant to multi-family,228254.4,,2215,1430.5,41,780,1471.5,784.5,691.5,0.84,0.94,"(-97.77533581, 30.45228124)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11683422,5124625
11504312,03/28/2017,2017,3,Site Plan,SP-2016-0151B,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",Yes,Onion Creek,Vacant,Condominium,Vacant to Condominium,378536.4,378536.4,790,343,0,425,343,447,-82,0.77,0.79,"(-97.80696532, 30.12330098)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11504312,5089275
11486318,07/13/2016,2016,7,Site Plan,SP-2016-0089CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,West Bull Creek,Vacant,New Wireless Communications Tower,Vacant to New Wireless Communications Tower,5300,2106561.6,352,62,0,0,62,290,62,0.70,0.53,"(-97.84302955, 30.38978461)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486318,5282642
11172158,07/29/2015,2015,7,Site Plan,SP-2014-0249C,Approved and Released,Site Plan Administrative,Withdraw and Resubmit,Yes,Bear Creek,Vacant,Commercial,Vacant to Commercial,790113.06,4207678.2,10541,1469,0,225,1469,9072,1244,0.99,0.94,"(-97.91311861, 30.16808913)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11172158,3772952
11213218,07/28/2015,2015,7,Site Plan,SPC-2014-0356C,Approved and Released,Site Plan Administrative,Consolidated,No,Gilleland Creek,Vacant,Commercial,Vacant to Commercial,0,64860.84,0,0,0,0,0,0,0,0.18,0.18,"(-97.61853179, 30.39111296)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11213218,3337701
11410195,07/20/2017,2017,7,Subdivision,C8-2015-0183.1B.SH,Approved and Released,Subdivision Construction Plan,Non-Concurrent,No,Colorado River,Vacant,Commercial,Vacant to Commercial,1237104,849420,755,182,75,113,257,573,144,0.80,0.76,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11410195,9600
11614947,06/29/2018,2018,6,Site Plan,SP-2016-0474C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,Commercial Multi-Family,Commercial Multi Family - Mixed Use,Commercial Multi-Family to Commercial Multi Family - Mixed Use,758379.6,758379.6,4631,1369,447,1164,1816,3262,652,0.96,0.96,"(-97.73191231, 30.25262443)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11614947,879368
10894710,05/14/2013,2013,5,Subdivision,C8-2009-0118.9B.SH,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,Rinard Creek,Vacant,SF; GRBLT; ROW,Vacant to SF; GRBLT; ROW,0,,0,0,0,0,0,0,0,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10894710,3217019
12019074,10/30/2018,2018,10,Site Plan,SP-2014-0292C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,78408,,0,0,0,0,0,0,0,0.18,0.18,"(-97.75703872, 30.20618182)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12019074,3074071
10957329,02/27/2014,2014,2,Site Plan,SP-2013-0201C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Conv. Store,Conv. Store,Conv. Store to Conv. Store,74052,74052,146,47,0,42,47,99,5,0.54,0.49,"(-97.76446932, 30.47748242)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10957329,191603
11523088,02/03/2017,2017,2,Site Plan,SP-2016-0202D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Running Deer Creek,Vacant,Commercial,Vacant to Commercial,155073.6,353707.2,0,0,0,0,0,0,0,0.18,0.18,"(-97.94117573, 30.38843251)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11523088,217654
11806691,09/24/2018,2018,9,Site Plan,SP-2017-0404C.SH,Approved and Released,Site Plan Administrative,Consolidated,Yes,Onion Creek,Vacant,Recreational,Vacant to Recreational,74923.2,,0,0,0,0,0,0,0,0.18,0.18,"(-97.7574763, 30.15413468)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11806691,5425663
10779083,03/14/2013,2013,3,Site Plan,SP-2012-0195C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Barton Creek,Vacant,Medical Office,Vacant to Medical Office,0,379843.2,0,0,0,0,0,0,0,0.18,0.18,"(-97.85861162, 30.24338071)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10779083,3691069
10952758,12/10/2013,2013,12,Site Plan,SP-2013-0189CT,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial,Commercial,Commercial to Commercial,0,3998.808,8,1,0,23,1,7,-22,0.36,0.36,"(-97.74494671, 30.2740315)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10952758,428384
11113822,12/02/2014,2014,12,Subdivision,C8-2011-0101.2B,Subdivision Recorded,Subdivision Construction Plan,Concurrent,No,Waller Creek,Vacant,Single Family,Vacant to Single Family,128502,130680,0,0,0,306,0,0,-306,0.18,0.18,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11113822,3773833
11289343,09/10/2015,2015,9,Site Plan,SP-2015-0060C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Vacant,Commercial,Vacant to Commercial,0,12196.8,154,42,14,6,56,112,50,0.56,0.52,"(-97.7147183, 30.26248629)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11289343,563900
11452046,06/10/2016,2016,6,Site Plan,SP-2015-0540CS,Approved and Released,Site Plan Administrative Small Project,Telecommunications Tower,No,Walnut Creek,Vacant,Extension of Existing Tower,Vacant to Extension of Existing Tower,4104,0,40,0,0,0,0,40,0,0.43,0.18,"(-97.70810614, 30.45015571)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11452046,1164319
11659975,06/29/2017,2017,6,Site Plan,SP-2016-0168C.F2.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Commercial Multi-Family,Commercial Multi Family,Commercial Multi-Family to Commercial Multi Family,46173.6,46173.6,296,219.5,70.5,9,290,76.5,281,0.51,0.77,"(-97.74954803, 30.2911083)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11659975,429074
11232390,05/22/2015,2015,5,Site Plan,SP-2014-0405C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Carson Creek,Commercial,Commercial,Commercial to Commercial,95614.2,137867.4,115,103,0,90.5,103,12,12.5,0.37,0.61,"(-97.69896226, 30.21387337)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11232390,5111599
11268537,11/02/2015,2015,11,Site Plan,SP-2014-0519C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Williamson Creek,Vacant,Commercial,Vacant to Commercial,52272,52272,268,59,0,30,59,209,29,0.65,0.53,"(-97.73062071, 30.20854271)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11268537,3328259
11724266,12/15/2017,2017,12,Site Plan,SP-2017-0175C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Town Lake,Vacant,Commercial,Vacant to Commercial,50094,,240,74,39,37,113,166,76,0.61,0.63,"(-97.7234731, 30.24451175)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11724266,5413755
11397138,04/20/2016,2016,4,Site Plan,SP-2013-0488C(R1),Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,0,120504.384,0,0,0,0,0,0,0,0.18,0.18,"(-97.65954635, 30.37672435)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11397138,3315075
11551329,12/12/2016,2016,12,Site Plan,SP-2016-0284C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,45302.4,45302.4,8,8,0,4,8,0,4,0.18,0.36,"(-97.67498886, 30.40046634)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11551329,5346083
11831075,08/28/2018,2018,8,Site Plan,SP-2017-0489C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Lake Creek,Vacant,Multi-family,Vacant to Multi-family,343688.4,,5130,4657,0,448,4657,473,4209,0.77,0.99,"(-97.78170104, 30.47555391)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11831075,5217109
11034682,01/31/2014,2014,1,Site Plan,SPC-2012-0207C(R1),Approved and Released,Site Plan Commission,Consolidated,Yes,Bull Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,760339.8,760339.8,17587,17587,0,518,17587,0,17069,0.18,1.00,"(-97.85056212, 30.4000056)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11034682,5000804
10776265,08/29/2016,2016,8,Site Plan,SP-2012-0189C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Bull Creek,Vacant,Multi-Family,Vacant to Multi-Family,424622.88,424622.88,0,0,0,0,0,0,0,0.18,0.18,"(-97.82897966, 30.3913293)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10776265,3076131
11684137,06/11/2018,2018,6,Site Plan,SP-2017-0078C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Little Walnut Creek,Vacant,Commercial,Vacant to Commercial,219542.4,,474,258,0,139.5,258,216,118.5,0.66,0.76,"(-97.67766404, 30.34459742)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11684137,1159138
11305428,02/22/2016,2016,2,Site Plan,SP-2015-0109CS,Approved and Released,Site Plan Administrative Small Project,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Williamson Creek,Commercial,Commercial,Commercial to Commercial,21518.64,21518.64,200,0,0,0,0,200,0,0.64,0.18,"(-97.79034173, 30.22607086)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11305428,909722
11381238,08/04/2016,2016,8,Site Plan,SP-2015-0303C,Approved and Released,Site Plan Administrative,Consolidated,No,Boggy Creek,Religious Assebmly,Religious Assebmly,Religious Assebmly  to Religious Assebmly,0,42253.2,196,76,0,64,76,120,12,0.57,0.56,"(-97.70566831, 30.27743806)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11381238,5226032
11463349,01/24/2017,2017,1,Site Plan,SP-2015-0593C,Approved and Released,Site Plan Administrative,Consolidated,No,Lake Creek,Vacant,Commercial,Vacant to Commercial,0,85682.52,84,21,0,25.5,21,63,-4.5,0.48,0.41,"(-97.79306204, 30.47063306)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11463349,5226366
11619499,06/26/2017,2017,6,Site Plan,SP-2016-0492T,Approved and Released,Site Plan Administrative,Off-site/Shared Parking,No,Waller Creek,Vacant/Parking,Parking,Vacant/Parking to Parking,5662.8,5662.8,0,0,0,0,0,0,0,0.18,0.18,"(-97.73941072, 30.28224988)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11619499,5338722
11631911,12/14/2017,2017,12,Site Plan,SP-2016-0526C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Onion Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,203425.2,203425.2,0,0,0,0,0,0,0,0.18,0.18,"(-97.76150419, 30.15276923)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11631911,5378801
11911548,11/14/2018,2018,11,Site Plan,SP-2018-0131D,Approved and Released,Site Plan Administrative,"Bldg/Prkg,Clring,Cut/Fill,Spoil Disposal",No,Shoal Creek,Commercial Multi-Family,Commercial Multi Family,Commercial Multi-Family to Commercial Multi Family,53143.2,,0,0,0,0,0,0,0,0.18,0.18,"(-97.74630266, 30.28785794)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11911548,475496
11266837,11/20/2015,2015,11,Site Plan,SP-2014-0509C,Approved and Released,Site Plan Administrative,Consolidated,Yes,Walnut Creek,Vacant,Commercial,Vacant to Commercial,710899.2,710899.2,438,438,0,198,438,0,240,0.18,0.82,"(-97.66275585, 30.40938197)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11266837,5117971
11601143,12/11/2017,2017,12,Site Plan,SP-2016-0428C.SH,Approved and Released,Site Plan Administrative,Consolidated,No,Shoal Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,29185.2,29185.2,414,383,4,0,387,31,387,0.41,0.81,"(-97.7452923, 30.2842896)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11601143,309782
10754905,11/28/2012,2012,11,Site Plan,SP-2012-0143C,Approved and Released,Site Plan Administrative,Consolidated,No,Slaughter Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,0,1050667.2,0,0,0,0,0,0,0,0.18,0.18,"(-97.80173543, 30.17026723)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10754905,3772942
11089275,09/16/2014,2014,9,Site Plan,SP-2014-0053C,Approved and Released,Site Plan Administrative,Consolidated,No,Buttercup Creek,Vacant,Commercial Multi Family,Vacant to Commercial Multi Family,958320,957884.4,12228,7723,33,3427,7756,4505,4329,0.97,1.00,"(-97.81031353, 30.46703837)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11089275,3374247
11006234,07/15/2014,2014,7,Subdivision,C8-07-0043.02.3B,Subdivision Recorded,Subdivision Construction Plan,Non-Concurrent,No,South Brushy Creek,Vacant,"SF, GRBLT, ROW","Vacant to SF, GRBLT, ROW",1298828.52,1306800,106236,48790,0,20967,48790,57446,27823,1.00,1.00,"(1000000000000000000000000000000, 1000000000000000000000000000000)",,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11006234,1105911
10894068,09/18/2013,2013,9,Site Plan,SP-2013-0043C,Approved and Released,Site Plan Administrative,Consolidated,No,Walnut Creek,Vacant,Commercial,Vacant to Commercial,0,1678802.4,232,206,0,124,206,26,82,0.40,0.72,"(-97.65073936, 30.38886361)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10894068,5058097
11075370,06/09/2015,2015,6,Site Plan,SP-2014-0010C,Approved and Released,Site Plan Administrative,Consolidated,No,Town Lake,"Commercial, Residential",Commercial,"Commercial, Residential to Commercial",22511.808,22511.808,134,134,0,0,134,0,134,0.18,0.66,"(-97.73777748, 30.25901392)",2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11075370,3033341
